Indicator,Group,State,Subgroup,Time Period Label,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,Dec 9 - Dec 21,13.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,Dec 9 - Dec 21,15.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,Dec 9 - Dec 21,9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,Dec 9 - Dec 21,13.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,Dec 9 - Dec 21,13
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,Dec 9 - Dec 21,14.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,Dec 9 - Dec 21,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,Dec 9 - Dec 21,8.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Dec 22 - Jan 5,
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,Jan 6 - Jan 18,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,Jan 6 - Jan 18,20.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,Jan 6 - Jan 18,21.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Jan 6 - Jan 18,21
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Jan 6 - Jan 18,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Jan 6 - Jan 18,20.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Jan 6 - Jan 18,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Jan 6 - Jan 18,17
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Jan 6 - Jan 18,14.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Jan 6 - Jan 18,26.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Jan 6 - Jan 18,11.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Jan 6 - Jan 18,33.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Jan 6 - Jan 18,14.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Jan 6 - Jan 18,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Jan 6 - Jan 18,14.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Jan 6 - Jan 18,10.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Jan 6 - Jan 18,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Jan 6 - Jan 18,16.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Jan 6 - Jan 18,19.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Jan 6 - Jan 18,23
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Jan 6 - Jan 18,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,Jan 6 - Jan 18,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,Jan 6 - Jan 18,19.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,Jan 6 - Jan 18,19.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,Jan 6 - Jan 18,25.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,Jan 6 - Jan 18,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,Jan 6 - Jan 18,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,Jan 6 - Jan 18,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,Jan 6 - Jan 18,19.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,Jan 6 - Jan 18,19.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,Jan 6 - Jan 18,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,Jan 6 - Jan 18,21.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,Jan 6 - Jan 18,15.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,Jan 6 - Jan 18,22
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,Jan 6 - Jan 18,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,Jan 6 - Jan 18,26.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,Jan 6 - Jan 18,25.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,Jan 6 - Jan 18,21.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,Jan 6 - Jan 18,25.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,Jan 6 - Jan 18,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,Jan 6 - Jan 18,24.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,Jan 6 - Jan 18,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,Jan 6 - Jan 18,21.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,Jan 6 - Jan 18,22
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,Jan 6 - Jan 18,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,Jan 6 - Jan 18,26.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,Jan 6 - Jan 18,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,Jan 6 - Jan 18,24.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,Jan 6 - Jan 18,24.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,Jan 6 - Jan 18,19.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,Jan 6 - Jan 18,24.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,Jan 6 - Jan 18,16.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,Jan 6 - Jan 18,15.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,Jan 6 - Jan 18,15.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,Jan 6 - Jan 18,23.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,Jan 6 - Jan 18,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,Jan 6 - Jan 18,19.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,Jan 6 - Jan 18,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,Jan 6 - Jan 18,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Jan 6 - Jan 18,24.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,Jan 6 - Jan 18,27.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,Jan 6 - Jan 18,28.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,Jan 6 - Jan 18,20
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,Jan 6 - Jan 18,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,Jan 6 - Jan 18,17.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,Jan 6 - Jan 18,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,Jan 6 - Jan 18,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,Jan 6 - Jan 18,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,Jan 6 - Jan 18,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,Jan 6 - Jan 18,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,Jan 6 - Jan 18,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,Jan 6 - Jan 18,20.8
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Dec 22 - Jan 5,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Jan 6 - Jan 18,9.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Jan 6 - Jan 18,14
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Jan 6 - Jan 18,13.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Jan 6 - Jan 18,11.4
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Jan 6 - Jan 18,8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Jan 6 - Jan 18,5.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Jan 6 - Jan 18,4.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Jan 6 - Jan 18,3.1
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Jan 6 - Jan 18,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Jan 6 - Jan 18,11.6
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Jan 6 - Jan 18,5.2
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Jan 6 - Jan 18,16.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Jan 6 - Jan 18,7.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Jan 6 - Jan 18,10.2
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Jan 6 - Jan 18,9.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Jan 6 - Jan 18,6.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Jan 6 - Jan 18,13.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Jan 6 - Jan 18,7.2
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Jan 6 - Jan 18,7.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Jan 6 - Jan 18,10.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Jan 6 - Jan 18,11.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Jan 6 - Jan 18,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Jan 6 - Jan 18,10.8
